participant_id,split,_STATE,SEQNO,target
48-2023000240,train,48.0,b'2023000240',0
49-2023006158,train,49.0,b'2023006158',0
31-2023008972,train,31.0,b'2023008972',0
51-2023003690,train,51.0,b'2023003690',0
40-2023005441,train,40.0,b'2023005441',0
44-2023001071,train,44.0,b'2023001071',0
55-2023009514,train,55.0,b'2023009514',0
18-2023003685,train,18.0,b'2023003685',0
30-2023003003,train,30.0,b'2023003003',0
49-2023005470,train,49.0,b'2023005470',0
28-2023003708,train,28.0,b'2023003708',0
24-2023007931,train,24.0,b'2023007931',0
20-2023004020,train,20.0,b'2023004020',0
06-2023005022,train,6.0,b'2023005022',0
06-2023006756,train,6.0,b'2023006756',0
36-2023012677,train,36.0,b'2023012677',0
23-2023008876,train,23.0,b'2023008876',0
37-2023003750,train,37.0,b'2023003750',1
24-2023010343,train,24.0,b'2023010343',0
26-2023008980,train,26.0,b'2023008980',0
23-2023011554,train,23.0,b'2023011554',0
37-2023001731,train,37.0,b'2023001731',0
31-2023011948,train,31.0,b'2023011948',0
51-2023000150,train,51.0,b'2023000150',0
31-2023006161,train,31.0,b'2023006161',0
10-2023001419,train,10.0,b'2023001419',0
40-2023003283,train,40.0,b'2023003283',0
31-2023009483,train,31.0,b'2023009483',0
36-2023014093,train,36.0,b'2023014093',0
33-2023000104,train,33.0,b'2023000104',0
36-2023014682,train,36.0,b'2023014682',0
08-2023000033,train,8.0,b'2023000033',0
20-2023006954,train,20.0,b'2023006954',0
31-2023010214,train,31.0,b'2023010214',0
39-2023000056,train,39.0,b'2023000056',0
30-2023005705,train,30.0,b'2023005705',0
53-2023015206,train,53.0,b'2023015206',0
53-2023023315,train,53.0,b'2023023315',0
41-2023002485,train,41.0,b'2023002485',0
06-2023010299,train,6.0,b'2023010299',0
38-2023004453,train,38.0,b'2023004453',0
45-2023005601,train,45.0,b'2023005601',0
53-2023026168,train,53.0,b'2023026168',0
30-2023006423,train,30.0,b'2023006423',0
28-2023001013,train,28.0,b'2023001013',0
23-2023011185,train,23.0,b'2023011185',0
29-2023006884,train,29.0,b'2023006884',0
08-2023001953,train,8.0,b'2023001953',0
36-2023005335,train,36.0,b'2023005335',0
53-2023014804,train,53.0,b'2023014804',0
09-2023009109,train,9.0,b'2023009109',0
19-2023006713,train,19.0,b'2023006713',0
41-2023000794,train,41.0,b'2023000794',0
29-2023005515,train,29.0,b'2023005515',0
24-2023007558,train,24.0,b'2023007558',0
08-2023003827,train,8.0,b'2023003827',0
49-2023010226,train,49.0,b'2023010226',0
24-2023007783,train,24.0,b'2023007783',0
33-2023004970,train,33.0,b'2023004970',0
49-2023009335,train,49.0,b'2023009335',0
19-2023003427,train,19.0,b'2023003427',0
29-2023001486,train,29.0,b'2023001486',0
25-2023007375,train,25.0,b'2023007375',0
55-2023006413,train,55.0,b'2023006413',0
29-2023002041,train,29.0,b'2023002041',0
53-2023018918,train,53.0,b'2023018918',0
04-2023009730,train,4.0,b'2023009730',0
41-2023003769,train,41.0,b'2023003769',0
08-2023007601,train,8.0,b'2023007601',0
12-2023006953,train,12.0,b'2023006953',0
12-2023006876,train,12.0,b'2023006876',0
53-2023005515,train,53.0,b'2023005515',0
40-2023002490,train,40.0,b'2023002490',0
53-2023013108,train,53.0,b'2023013108',0
30-2023003655,train,30.0,b'2023003655',0
30-2023004125,train,30.0,b'2023004125',0
51-2023004641,train,51.0,b'2023004641',0
53-2023018252,train,53.0,b'2023018252',0
16-2023001238,train,16.0,b'2023001238',0
32-2023002195,train,32.0,b'2023002195',0
23-2023006374,train,23.0,b'2023006374',0
39-2023006430,train,39.0,b'2023006430',0
49-2023002960,train,49.0,b'2023002960',0
78-2023001245,train,78.0,b'2023001245',0
40-2023004057,train,40.0,b'2023004057',0
34-2023007061,train,34.0,b'2023007061',0
30-2023003711,train,30.0,b'2023003711',0
08-2023003645,train,8.0,b'2023003645',0
13-2023002876,train,13.0,b'2023002876',0
06-2023010271,train,6.0,b'2023010271',1
36-2023005874,train,36.0,b'2023005874',0
53-2023017255,train,53.0,b'2023017255',0
13-2023003999,train,13.0,b'2023003999',0
04-2023011748,train,4.0,b'2023011748',0
36-2023014216,train,36.0,b'2023014216',0
48-2023007533,train,48.0,b'2023007533',0
53-2023006590,train,53.0,b'2023006590',0
39-2023012956,train,39.0,b'2023012956',0
25-2023004843,train,25.0,b'2023004843',0
40-2023004670,train,40.0,b'2023004670',0
49-2023007260,train,49.0,b'2023007260',0
18-2023009107,train,18.0,b'2023009107',0
27-2023005967,train,27.0,b'2023005967',0
49-2023011054,train,49.0,b'2023011054',0
19-2023003589,train,19.0,b'2023003589',0
48-2023003391,train,48.0,b'2023003391',0
19-2023001908,train,19.0,b'2023001908',0
53-2023010542,train,53.0,b'2023010542',0
41-2023000158,train,41.0,b'2023000158',0
56-2023002415,train,56.0,b'2023002415',0
08-2023008197,train,8.0,b'2023008197',0
24-2023008673,train,24.0,b'2023008673',0
45-2023008438,train,45.0,b'2023008438',0
16-2023003664,train,16.0,b'2023003664',0
31-2023007557,train,31.0,b'2023007557',0
24-2023004856,train,24.0,b'2023004856',0
12-2023003884,train,12.0,b'2023003884',0
17-2023002690,train,17.0,b'2023002690',0
11-2023001293,train,11.0,b'2023001293',0
23-2023006437,train,23.0,b'2023006437',0
53-2023018379,train,53.0,b'2023018379',0
41-2023000019,train,41.0,b'2023000019',0
34-2023005415,train,34.0,b'2023005415',0
06-2023005892,train,6.0,b'2023005892',0
47-2023003971,train,47.0,b'2023003971',0
47-2023001066,train,47.0,b'2023001066',0
53-2023016330,train,53.0,b'2023016330',0
23-2023008049,train,23.0,b'2023008049',0
53-2023021789,train,53.0,b'2023021789',0
54-2023002638,train,54.0,b'2023002638',0
26-2023002000,train,26.0,b'2023002000',0
12-2023003785,train,12.0,b'2023003785',0
48-2023006462,train,48.0,b'2023006462',0
29-2023003053,train,29.0,b'2023003053',0
31-2023011790,train,31.0,b'2023011790',0
08-2023006188,train,8.0,b'2023006188',0
12-2023011892,train,12.0,b'2023011892',0
12-2023005196,train,12.0,b'2023005196',0
38-2023004966,train,38.0,b'2023004966',0
34-2023005189,train,34.0,b'2023005189',0
02-2023004890,train,2.0,b'2023004890',0
31-2023008240,train,31.0,b'2023008240',0
53-2023015178,train,53.0,b'2023015178',0
23-2023008248,train,23.0,b'2023008248',0
41-2023002004,train,41.0,b'2023002004',0
36-2023004251,train,36.0,b'2023004251',0
34-2023006074,train,34.0,b'2023006074',0
27-2023012979,train,27.0,b'2023012979',0
12-2023010062,train,12.0,b'2023010062',0
39-2023005134,train,39.0,b'2023005134',0
34-2023007033,train,34.0,b'2023007033',0
49-2023008905,train,49.0,b'2023008905',0
53-2023024505,train,53.0,b'2023024505',0
20-2023009349,train,20.0,b'2023009349',0
48-2023005774,train,48.0,b'2023005774',0
33-2023006182,train,33.0,b'2023006182',0
47-2023001021,train,47.0,b'2023001021',0
25-2023003024,train,25.0,b'2023003024',0
24-2023015603,train,24.0,b'2023015603',0
20-2023003086,train,20.0,b'2023003086',0
41-2023003206,train,41.0,b'2023003206',0
39-2023011714,train,39.0,b'2023011714',0
31-2023007720,train,31.0,b'2023007720',1
10-2023002525,train,10.0,b'2023002525',0
47-2023005040,train,47.0,b'2023005040',0
51-2023006337,train,51.0,b'2023006337',0
17-2023001881,train,17.0,b'2023001881',0
19-2023007501,train,19.0,b'2023007501',0
51-2023000358,train,51.0,b'2023000358',0
39-2023008728,train,39.0,b'2023008728',0
55-2023000211,train,55.0,b'2023000211',0
53-2023012577,train,53.0,b'2023012577',0
27-2023005794,train,27.0,b'2023005794',0
26-2023005957,train,26.0,b'2023005957',0
44-2023004028,train,44.0,b'2023004028',0
47-2023004877,train,47.0,b'2023004877',0
48-2023006998,train,48.0,b'2023006998',0
16-2023002845,train,16.0,b'2023002845',0
53-2023021899,train,53.0,b'2023021899',0
18-2023009038,train,18.0,b'2023009038',0
53-2023019403,train,53.0,b'2023019403',0
51-2023005575,train,51.0,b'2023005575',0
31-2023004260,train,31.0,b'2023004260',0
08-2023002364,train,8.0,b'2023002364',0
53-2023024827,train,53.0,b'2023024827',0
27-2023002888,train,27.0,b'2023002888',0
41-2023000428,train,41.0,b'2023000428',0
36-2023003928,train,36.0,b'2023003928',0
53-2023015856,train,53.0,b'2023015856',0
30-2023007014,train,30.0,b'2023007014',0
39-2023013129,train,39.0,b'2023013129',0
45-2023008842,train,45.0,b'2023008842',0
54-2023002849,train,54.0,b'2023002849',0
48-2023007879,train,48.0,b'2023007879',0
25-2023002608,train,25.0,b'2023002608',0
26-2023007540,train,26.0,b'2023007540',0
53-2023019604,train,53.0,b'2023019604',0
53-2023022221,train,53.0,b'2023022221',0
31-2023007097,train,31.0,b'2023007097',0
37-2023002867,train,37.0,b'2023002867',0
27-2023003544,train,27.0,b'2023003544',0
39-2023008097,train,39.0,b'2023008097',0
56-2023003487,train,56.0,b'2023003487',0
27-2023015068,train,27.0,b'2023015068',0
13-2023003263,train,13.0,b'2023003263',0
27-2023011992,train,27.0,b'2023011992',0
39-2023007620,train,39.0,b'2023007620',0
54-2023002399,train,54.0,b'2023002399',0
41-2023003146,train,41.0,b'2023003146',0
25-2023003443,train,25.0,b'2023003443',0
05-2023002583,train,5.0,b'2023002583',0
44-2023003745,train,44.0,b'2023003745',0
45-2023008635,train,45.0,b'2023008635',0
28-2023002859,train,28.0,b'2023002859',0
36-2023000397,train,36.0,b'2023000397',0
33-2023004651,train,33.0,b'2023004651',0
48-2023003953,train,48.0,b'2023003953',0
27-2023015992,train,27.0,b'2023015992',0
49-2023004598,train,49.0,b'2023004598',0
18-2023010478,train,18.0,b'2023010478',0
53-2023010751,train,53.0,b'2023010751',0
24-2023008330,train,24.0,b'2023008330',0
16-2023006868,train,16.0,b'2023006868',0
13-2023006457,train,13.0,b'2023006457',0
19-2023004285,train,19.0,b'2023004285',0
36-2023007341,train,36.0,b'2023007341',0
44-2023003094,train,44.0,b'2023003094',0
41-2023004337,train,41.0,b'2023004337',0
37-2023002672,train,37.0,b'2023002672',0
56-2023002158,train,56.0,b'2023002158',0
25-2023007105,train,25.0,b'2023007105',0
49-2023009624,train,49.0,b'2023009624',0
13-2023006385,train,13.0,b'2023006385',0
18-2023000079,train,18.0,b'2023000079',0
19-2023002182,train,19.0,b'2023002182',0
19-2023005351,train,19.0,b'2023005351',0
37-2023003912,train,37.0,b'2023003912',0
55-2023004523,train,55.0,b'2023004523',0
46-2023003430,train,46.0,b'2023003430',0
15-2023005195,train,15.0,b'2023005195',0
09-2023003162,train,9.0,b'2023003162',0
25-2023005452,train,25.0,b'2023005452',0
09-2023003221,train,9.0,b'2023003221',0
22-2023001658,train,22.0,b'2023001658',0
40-2023005856,train,40.0,b'2023005856',0
56-2023002372,train,56.0,b'2023002372',0
72-2023001572,train,72.0,b'2023001572',0
50-2023006410,train,50.0,b'2023006410',0
17-2023003434,train,17.0,b'2023003434',0
29-2023006915,train,29.0,b'2023006915',0
23-2023012119,train,23.0,b'2023012119',0
04-2023011980,train,4.0,b'2023011980',0
19-2023006025,train,19.0,b'2023006025',0
09-2023008637,train,9.0,b'2023008637',0
31-2023009191,train,31.0,b'2023009191',0
36-2023000195,train,36.0,b'2023000195',0
04-2023011268,train,4.0,b'2023011268',0
39-2023011348,train,39.0,b'2023011348',0
48-2023006785,train,48.0,b'2023006785',0
34-2023008702,train,34.0,b'2023008702',0
13-2023005553,train,13.0,b'2023005553',0
55-2023011836,train,55.0,b'2023011836',0
34-2023008424,train,34.0,b'2023008424',0
05-2023002750,train,5.0,b'2023002750',0
15-2023002487,train,15.0,b'2023002487',0
39-2023010981,train,39.0,b'2023010981',0
27-2023007783,train,27.0,b'2023007783',0
53-2023019802,train,53.0,b'2023019802',0
46-2023003897,train,46.0,b'2023003897',0
55-2023008137,train,55.0,b'2023008137',0
48-2023007156,train,48.0,b'2023007156',0
24-2023013250,train,24.0,b'2023013250',0
28-2023003275,train,28.0,b'2023003275',0
36-2023003906,train,36.0,b'2023003906',0
20-2023008048,train,20.0,b'2023008048',0
24-2023013247,train,24.0,b'2023013247',0
12-2023011835,train,12.0,b'2023011835',0
25-2023007179,train,25.0,b'2023007179',0
18-2023005769,train,18.0,b'2023005769',0
18-2023009982,train,18.0,b'2023009982',0
26-2023008403,train,26.0,b'2023008403',0
11-2023000952,train,11.0,b'2023000952',0
41-2023006217,train,41.0,b'2023006217',1
06-2023011113,train,6.0,b'2023011113',0
04-2023008817,train,4.0,b'2023008817',0
16-2023006740,train,16.0,b'2023006740',0
13-2023007365,train,13.0,b'2023007365',0
19-2023002584,train,19.0,b'2023002584',0
20-2023006027,train,20.0,b'2023006027',0
46-2023004834,train,46.0,b'2023004834',0
18-2023004991,train,18.0,b'2023004991',0
13-2023007849,train,13.0,b'2023007849',0
18-2023006088,train,18.0,b'2023006088',0
54-2023002070,train,54.0,b'2023002070',0
36-2023003738,train,36.0,b'2023003738',0
49-2023004222,train,49.0,b'2023004222',0
45-2023008828,train,45.0,b'2023008828',0
41-2023006101,train,41.0,b'2023006101',0
26-2023004033,train,26.0,b'2023004033',0
13-2023006366,train,13.0,b'2023006366',0
48-2023006885,train,48.0,b'2023006885',0
05-2023002716,train,5.0,b'2023002716',0
27-2023004342,train,27.0,b'2023004342',0
25-2023002381,train,25.0,b'2023002381',0
06-2023010719,train,6.0,b'2023010719',0
38-2023004113,train,38.0,b'2023004113',0
12-2023004936,train,12.0,b'2023004936',0
46-2023000060,train,46.0,b'2023000060',0
12-2023009837,train,12.0,b'2023009837',0
02-2023004652,train,2.0,b'2023004652',0
23-2023007139,train,23.0,b'2023007139',1
08-2023002930,train,8.0,b'2023002930',0
15-2023006494,train,15.0,b'2023006494',0
05-2023002400,train,5.0,b'2023002400',0
19-2023006814,train,19.0,b'2023006814',0
40-2023006650,train,40.0,b'2023006650',0
06-2023008755,train,6.0,b'2023008755',0
13-2023006089,train,13.0,b'2023006089',0
53-2023022543,train,53.0,b'2023022543',0
15-2023005281,train,15.0,b'2023005281',0
24-2023012731,train,24.0,b'2023012731',0
20-2023004476,train,20.0,b'2023004476',0
44-2023005119,train,44.0,b'2023005119',0
02-2023004970,train,2.0,b'2023004970',0
04-2023002833,train,4.0,b'2023002833',0
36-2023009036,train,36.0,b'2023009036',0
17-2023002253,train,17.0,b'2023002253',0
31-2023012158,train,31.0,b'2023012158',0
09-2023004066,train,9.0,b'2023004066',0
29-2023002936,train,29.0,b'2023002936',0
04-2023006375,train,4.0,b'2023006375',0
12-2023003709,train,12.0,b'2023003709',0
12-2023010155,train,12.0,b'2023010155',0
25-2023006139,train,25.0,b'2023006139',0
46-2023000082,train,46.0,b'2023000082',0
12-2023005668,train,12.0,b'2023005668',0
36-2023015574,train,36.0,b'2023015574',0
53-2023024589,train,53.0,b'2023024589',0
39-2023007001,train,39.0,b'2023007001',0
06-2023009070,train,6.0,b'2023009070',0
49-2023004725,train,49.0,b'2023004725',0
27-2023015425,train,27.0,b'2023015425',0
08-2023001382,train,8.0,b'2023001382',0
19-2023004039,train,19.0,b'2023004039',0
27-2023015001,train,27.0,b'2023015001',0
38-2023004692,train,38.0,b'2023004692',0
16-2023003242,train,16.0,b'2023003242',0
06-2023006661,train,6.0,b'2023006661',0
17-2023000848,train,17.0,b'2023000848',0
18-2023002096,train,18.0,b'2023002096',0
51-2023004098,train,51.0,b'2023004098',0
27-2023008844,train,27.0,b'2023008844',0
31-2023005466,train,31.0,b'2023005466',0
36-2023007452,train,36.0,b'2023007452',0
05-2023000005,train,5.0,b'2023000005',0
11-2023003030,train,11.0,b'2023003030',0
06-2023003634,train,6.0,b'2023003634',0
26-2023003732,train,26.0,b'2023003732',0
29-2023001920,train,29.0,b'2023001920',0
04-2023010476,train,4.0,b'2023010476',0
39-2023007155,train,39.0,b'2023007155',0
11-2023001645,train,11.0,b'2023001645',0
24-2023008347,train,24.0,b'2023008347',0
26-2023006800,train,26.0,b'2023006800',0
48-2023008099,train,48.0,b'2023008099',0
34-2023008815,train,34.0,b'2023008815',0
49-2023006898,train,49.0,b'2023006898',0
13-2023004332,train,13.0,b'2023004332',0
12-2023007422,train,12.0,b'2023007422',0
15-2023004365,train,15.0,b'2023004365',0
51-2023000064,train,51.0,b'2023000064',0
29-2023006493,train,29.0,b'2023006493',0
04-2023011953,train,4.0,b'2023011953',0
32-2023000139,train,32.0,b'2023000139',0
20-2023007728,train,20.0,b'2023007728',0
16-2023006011,train,16.0,b'2023006011',0
09-2023005796,train,9.0,b'2023005796',0
06-2023007044,train,6.0,b'2023007044',0
12-2023012066,train,12.0,b'2023012066',0
29-2023005848,train,29.0,b'2023005848',0
16-2023002431,train,16.0,b'2023002431',1
02-2023001055,train,2.0,b'2023001055',0
04-2023004280,train,4.0,b'2023004280',0
41-2023003518,train,41.0,b'2023003518',0
06-2023011847,train,6.0,b'2023011847',0
31-2023003687,train,31.0,b'2023003687',0
20-2023002512,train,20.0,b'2023002512',0
16-2023002379,train,16.0,b'2023002379',0
18-2023004164,train,18.0,b'2023004164',0
49-2023006814,train,49.0,b'2023006814',0
06-2023009771,train,6.0,b'2023009771',0
29-2023006897,train,29.0,b'2023006897',0
17-2023003512,train,17.0,b'2023003512',0
39-2023012731,train,39.0,b'2023012731',0
26-2023006946,train,26.0,b'2023006946',0
41-2023003511,train,41.0,b'2023003511',0
27-2023000051,train,27.0,b'2023000051',0
53-2023021746,train,53.0,b'2023021746',0
16-2023005577,train,16.0,b'2023005577',0
36-2023008132,train,36.0,b'2023008132',0
72-2023002863,train,72.0,b'2023002863',0
72-2023004470,train,72.0,b'2023004470',0
08-2023007982,train,8.0,b'2023007982',0
18-2023004172,train,18.0,b'2023004172',0
48-2023000601,train,48.0,b'2023000601',0
39-2023004571,train,39.0,b'2023004571',0
31-2023012849,train,31.0,b'2023012849',0
05-2023005344,train,5.0,b'2023005344',0
30-2023002118,train,30.0,b'2023002118',0
41-2023006012,train,41.0,b'2023006012',0
09-2023002852,train,9.0,b'2023002852',0
46-2023002391,train,46.0,b'2023002391',0
38-2023004030,train,38.0,b'2023004030',0
26-2023005370,train,26.0,b'2023005370',0
19-2023007525,train,19.0,b'2023007525',0
11-2023001569,train,11.0,b'2023001569',0
31-2023011751,train,31.0,b'2023011751',0
45-2023004005,train,45.0,b'2023004005',0
23-2023009003,train,23.0,b'2023009003',0
53-2023000222,train,53.0,b'2023000222',1
22-2023004636,train,22.0,b'2023004636',0
31-2023007488,train,31.0,b'2023007488',0
48-2023005636,train,48.0,b'2023005636',0
34-2023002829,train,34.0,b'2023002829',0
04-2023000156,train,4.0,b'2023000156',0
53-2023025064,train,53.0,b'2023025064',0
34-2023008406,train,34.0,b'2023008406',0
34-2023008828,train,34.0,b'2023008828',0
20-2023005824,train,20.0,b'2023005824',0
31-2023007760,train,31.0,b'2023007760',0
25-2023006909,train,25.0,b'2023006909',0
09-2023007367,train,9.0,b'2023007367',0
15-2023004855,train,15.0,b'2023004855',0
12-2023007518,train,12.0,b'2023007518',0
28-2023003063,train,28.0,b'2023003063',0
44-2023005037,train,44.0,b'2023005037',0
37-2023001164,train,37.0,b'2023001164',0
45-2023007285,train,45.0,b'2023007285',0
50-2023004124,train,50.0,b'2023004124',0
38-2023004968,train,38.0,b'2023004968',0
49-2023010060,train,49.0,b'2023010060',0
13-2023005246,train,13.0,b'2023005246',0
49-2023006988,train,49.0,b'2023006988',0
31-2023011922,train,31.0,b'2023011922',0
30-2023004623,train,30.0,b'2023004623',0
24-2023010456,train,24.0,b'2023010456',0
09-2023007552,train,9.0,b'2023007552',0
19-2023008050,train,19.0,b'2023008050',0
19-2023005485,train,19.0,b'2023005485',0
34-2023006493,train,34.0,b'2023006493',0
72-2023002849,train,72.0,b'2023002849',0
46-2023003715,train,46.0,b'2023003715',0
28-2023003695,train,28.0,b'2023003695',0
12-2023012475,train,12.0,b'2023012475',0
32-2023001109,train,32.0,b'2023001109',0
41-2023004049,train,41.0,b'2023004049',0
27-2023016067,train,27.0,b'2023016067',0
05-2023004973,train,5.0,b'2023004973',0
10-2023004261,train,10.0,b'2023004261',0
49-2023000053,train,49.0,b'2023000053',0
44-2023004102,train,44.0,b'2023004102',0
26-2023004171,train,26.0,b'2023004171',0
53-2023007705,train,53.0,b'2023007705',0
16-2023000007,train,16.0,b'2023000007',0
48-2023005393,train,48.0,b'2023005393',0
06-2023006609,train,6.0,b'2023006609',0
41-2023005339,train,41.0,b'2023005339',0
49-2023004205,train,49.0,b'2023004205',0
39-2023003688,train,39.0,b'2023003688',0
27-2023002141,train,27.0,b'2023002141',0
08-2023004643,train,8.0,b'2023004643',0
45-2023006961,train,45.0,b'2023006961',0
45-2023006359,train,45.0,b'2023006359',0
31-2023004256,train,31.0,b'2023004256',0
48-2023007855,train,48.0,b'2023007855',0
51-2023005089,train,51.0,b'2023005089',0
18-2023010226,train,18.0,b'2023010226',0
23-2023004715,train,23.0,b'2023004715',0
51-2023004252,train,51.0,b'2023004252',0
27-2023014204,train,27.0,b'2023014204',0
39-2023004878,train,39.0,b'2023004878',0
55-2023011289,train,55.0,b'2023011289',0
18-2023006252,train,18.0,b'2023006252',0
27-2023007822,train,27.0,b'2023007822',0
15-2023005504,train,15.0,b'2023005504',0
06-2023007987,train,6.0,b'2023007987',0
19-2023002600,train,19.0,b'2023002600',0
27-2023009595,train,27.0,b'2023009595',0
45-2023009825,train,45.0,b'2023009825',1
20-2023002667,train,20.0,b'2023002667',0
31-2023011184,train,31.0,b'2023011184',0
48-2023004958,train,48.0,b'2023004958',0
12-2023006547,train,12.0,b'2023006547',0
18-2023004029,train,18.0,b'2023004029',0
32-2023000159,train,32.0,b'2023000159',0
33-2023005556,train,33.0,b'2023005556',0
55-2023006668,train,55.0,b'2023006668',0
22-2023004185,train,22.0,b'2023004185',0
13-2023007893,train,13.0,b'2023007893',0
36-2023011924,train,36.0,b'2023011924',0
45-2023006062,train,45.0,b'2023006062',1
36-2023005012,train,36.0,b'2023005012',0
25-2023006124,train,25.0,b'2023006124',0
46-2023004372,train,46.0,b'2023004372',0
18-2023006382,train,18.0,b'2023006382',0
47-2023004495,train,47.0,b'2023004495',0
30-2023003055,train,30.0,b'2023003055',0
25-2023008557,train,25.0,b'2023008557',0
31-2023010326,train,31.0,b'2023010326',0
23-2023003558,train,23.0,b'2023003558',0
02-2023001493,train,2.0,b'2023001493',0
16-2023005104,train,16.0,b'2023005104',0
06-2023003763,train,6.0,b'2023003763',0
53-2023005704,train,53.0,b'2023005704',0
25-2023003769,train,25.0,b'2023003769',0
53-2023021500,train,53.0,b'2023021500',0
47-2023001309,train,47.0,b'2023001309',0
27-2023010058,train,27.0,b'2023010058',0
34-2023008188,train,34.0,b'2023008188',0
27-2023014189,train,27.0,b'2023014189',0
36-2023003281,train,36.0,b'2023003281',0
06-2023003035,train,6.0,b'2023003035',0
24-2023003727,train,24.0,b'2023003727',0
19-2023007010,train,19.0,b'2023007010',0
53-2023004607,train,53.0,b'2023004607',0
53-2023015969,train,53.0,b'2023015969',0
35-2023001645,train,35.0,b'2023001645',0
28-2023003997,train,28.0,b'2023003997',0
39-2023003169,train,39.0,b'2023003169',0
30-2023005305,train,30.0,b'2023005305',0
37-2023002568,train,37.0,b'2023002568',0
28-2023001281,train,28.0,b'2023001281',0
23-2023004797,train,23.0,b'2023004797',0
08-2023006591,train,8.0,b'2023006591',0
23-2023009913,train,23.0,b'2023009913',0
49-2023008557,train,49.0,b'2023008557',0
35-2023000008,train,35.0,b'2023000008',0
41-2023001008,train,41.0,b'2023001008',0
25-2023002947,train,25.0,b'2023002947',0
06-2023011684,train,6.0,b'2023011684',0
36-2023015198,train,36.0,b'2023015198',0
39-2023007700,train,39.0,b'2023007700',0
24-2023013983,train,24.0,b'2023013983',0
15-2023005023,train,15.0,b'2023005023',0
45-2023004835,train,45.0,b'2023004835',0
48-2023004609,train,48.0,b'2023004609',0
25-2023005664,train,25.0,b'2023005664',0
11-2023002501,train,11.0,b'2023002501',0
01-2023003124,train,1.0,b'2023003124',1
27-2023011937,train,27.0,b'2023011937',0
48-2023004732,train,48.0,b'2023004732',0
30-2023001591,train,30.0,b'2023001591',0
36-2023016048,train,36.0,b'2023016048',0
26-2023009935,train,26.0,b'2023009935',0
24-2023011882,train,24.0,b'2023011882',0
20-2023003837,train,20.0,b'2023003837',0
17-2023002142,train,17.0,b'2023002142',0
10-2023003147,train,10.0,b'2023003147',0
31-2023010556,train,31.0,b'2023010556',0
26-2023007277,train,26.0,b'2023007277',0
30-2023003574,train,30.0,b'2023003574',0
18-2023008502,train,18.0,b'2023008502',0
23-2023004867,train,23.0,b'2023004867',0
54-2023001928,train,54.0,b'2023001928',0
47-2023003785,train,47.0,b'2023003785',0
18-2023006945,train,18.0,b'2023006945',0
50-2023003928,train,50.0,b'2023003928',0
19-2023002392,train,19.0,b'2023002392',0
36-2023014026,train,36.0,b'2023014026',0
45-2023007704,train,45.0,b'2023007704',0
11-2023002392,train,11.0,b'2023002392',0
29-2023004396,train,29.0,b'2023004396',0
35-2023002082,train,35.0,b'2023002082',0
30-2023000128,train,30.0,b'2023000128',0
48-2023002990,train,48.0,b'2023002990',0
12-2023008464,train,12.0,b'2023008464',0
09-2023001971,train,9.0,b'2023001971',0
31-2023000064,train,31.0,b'2023000064',0
27-2023012361,train,27.0,b'2023012361',0
37-2023000297,train,37.0,b'2023000297',0
08-2023004095,train,8.0,b'2023004095',0
36-2023010696,train,36.0,b'2023010696',0
17-2023002256,train,17.0,b'2023002256',0
25-2023008959,train,25.0,b'2023008959',0
31-2023010539,train,31.0,b'2023010539',0
11-2023001782,train,11.0,b'2023001782',0
45-2023004095,train,45.0,b'2023004095',0
45-2023002988,train,45.0,b'2023002988',0
38-2023001765,train,38.0,b'2023001765',0
20-2023003061,train,20.0,b'2023003061',0
53-2023012686,train,53.0,b'2023012686',0
32-2023000934,train,32.0,b'2023000934',0
49-2023010556,train,49.0,b'2023010556',0
13-2023003165,train,13.0,b'2023003165',0
53-2023010417,train,53.0,b'2023010417',0
26-2023009848,train,26.0,b'2023009848',0
53-2023008972,train,53.0,b'2023008972',0
49-2023000233,train,49.0,b'2023000233',0
30-2023006448,train,30.0,b'2023006448',0
32-2023001676,train,32.0,b'2023001676',0
04-2023010293,train,4.0,b'2023010293',0
40-2023005922,train,40.0,b'2023005922',0
27-2023003163,train,27.0,b'2023003163',0
30-2023002316,train,30.0,b'2023002316',0
50-2023006320,train,50.0,b'2023006320',0
09-2023006130,train,9.0,b'2023006130',0
36-2023008388,train,36.0,b'2023008388',0
19-2023003038,train,19.0,b'2023003038',0
53-2023010597,train,53.0,b'2023010597',0
40-2023005153,train,40.0,b'2023005153',0
25-2023004507,train,25.0,b'2023004507',0
49-2023003664,train,49.0,b'2023003664',0
31-2023004751,train,31.0,b'2023004751',0
34-2023003673,train,34.0,b'2023003673',0
48-2023005754,train,48.0,b'2023005754',0
04-2023007841,train,4.0,b'2023007841',0
22-2023003185,train,22.0,b'2023003185',0
09-2023002532,train,9.0,b'2023002532',0
31-2023003978,train,31.0,b'2023003978',0
34-2023006511,train,34.0,b'2023006511',0
27-2023011365,train,27.0,b'2023011365',0
18-2023004246,train,18.0,b'2023004246',0
15-2023007467,train,15.0,b'2023007467',0
40-2023002764,train,40.0,b'2023002764',0
23-2023007811,train,23.0,b'2023007811',0
49-2023008377,train,49.0,b'2023008377',0
47-2023004275,train,47.0,b'2023004275',0
32-2023001004,train,32.0,b'2023001004',0
49-2023005081,train,49.0,b'2023005081',0
53-2023021817,train,53.0,b'2023021817',0
31-2023011400,train,31.0,b'2023011400',0
49-2023010685,train,49.0,b'2023010685',0
54-2023003237,train,54.0,b'2023003237',0
06-2023009507,train,6.0,b'2023009507',0
48-2023005706,train,48.0,b'2023005706',0
