participant_id,split,_STATE,SEQNO,target
56-2023002404,train,56.0,b'2023002404',0
31-2023005102,train,31.0,b'2023005102',0
48-2023000186,train,48.0,b'2023000186',0
72-2023002016,train,72.0,b'2023002016',0
19-2023007208,train,19.0,b'2023007208',0
53-2023011719,train,53.0,b'2023011719',0
02-2023003219,train,2.0,b'2023003219',0
12-2023004418,train,12.0,b'2023004418',0
20-2023005107,train,20.0,b'2023005107',0
55-2023011690,train,55.0,b'2023011690',0
53-2023025036,train,53.0,b'2023025036',0
46-2023000125,train,46.0,b'2023000125',0
08-2023003988,train,8.0,b'2023003988',0
04-2023005517,train,4.0,b'2023005517',0
20-2023004005,train,20.0,b'2023004005',0
53-2023013489,train,53.0,b'2023013489',0
18-2023006630,train,18.0,b'2023006630',0
17-2023001916,train,17.0,b'2023001916',0
31-2023004024,train,31.0,b'2023004024',0
41-2023006108,train,41.0,b'2023006108',0
02-2023004859,train,2.0,b'2023004859',0
53-2023022410,train,53.0,b'2023022410',0
08-2023001041,train,8.0,b'2023001041',0
36-2023015942,train,36.0,b'2023015942',0
54-2023002366,train,54.0,b'2023002366',0
20-2023005407,train,20.0,b'2023005407',0
53-2023023695,train,53.0,b'2023023695',0
25-2023004666,train,25.0,b'2023004666',0
18-2023002677,train,18.0,b'2023002677',0
36-2023006523,train,36.0,b'2023006523',0
72-2023004488,train,72.0,b'2023004488',0
55-2023010725,train,55.0,b'2023010725',0
53-2023014244,train,53.0,b'2023014244',0
06-2023005684,train,6.0,b'2023005684',0
55-2023008112,train,55.0,b'2023008112',0
09-2023009402,train,9.0,b'2023009402',0
09-2023001829,train,9.0,b'2023001829',0
78-2023000631,train,78.0,b'2023000631',0
25-2023005517,train,25.0,b'2023005517',0
13-2023003519,train,13.0,b'2023003519',0
29-2023007131,train,29.0,b'2023007131',0
20-2023003047,train,20.0,b'2023003047',0
18-2023003182,train,18.0,b'2023003182',0
72-2023002287,train,72.0,b'2023002287',0
17-2023004730,train,17.0,b'2023004730',0
25-2023005920,train,25.0,b'2023005920',0
33-2023003912,train,33.0,b'2023003912',0
27-2023007152,train,27.0,b'2023007152',0
19-2023003920,train,19.0,b'2023003920',0
08-2023001070,train,8.0,b'2023001070',0
53-2023008446,train,53.0,b'2023008446',0
47-2023003623,train,47.0,b'2023003623',0
25-2023002821,train,25.0,b'2023002821',0
72-2023003127,train,72.0,b'2023003127',0
47-2023003093,train,47.0,b'2023003093',0
36-2023012659,train,36.0,b'2023012659',0
35-2023001301,train,35.0,b'2023001301',0
55-2023011421,train,55.0,b'2023011421',0
23-2023008347,train,23.0,b'2023008347',0
41-2023005795,train,41.0,b'2023005795',0
30-2023002063,train,30.0,b'2023002063',0
53-2023016696,train,53.0,b'2023016696',0
31-2023004722,train,31.0,b'2023004722',0
06-2023008003,train,6.0,b'2023008003',0
66-2023000406,train,66.0,b'2023000406',1
16-2023006856,train,16.0,b'2023006856',0
49-2023009157,train,49.0,b'2023009157',0
12-2023005343,train,12.0,b'2023005343',0
06-2023011479,train,6.0,b'2023011479',0
47-2023005059,train,47.0,b'2023005059',0
16-2023002550,train,16.0,b'2023002550',0
02-2023005315,train,2.0,b'2023005315',0
18-2023006549,train,18.0,b'2023006549',0
10-2023003645,train,10.0,b'2023003645',0
39-2023011524,train,39.0,b'2023011524',0
11-2023002425,train,11.0,b'2023002425',0
31-2023010456,train,31.0,b'2023010456',0
44-2023004295,train,44.0,b'2023004295',0
08-2023001919,train,8.0,b'2023001919',0
19-2023006303,train,19.0,b'2023006303',0
02-2023004952,train,2.0,b'2023004952',0
04-2023007954,train,4.0,b'2023007954',0
13-2023003116,train,13.0,b'2023003116',0
36-2023006808,train,36.0,b'2023006808',0
02-2023005111,train,2.0,b'2023005111',0
19-2023006782,train,19.0,b'2023006782',0
26-2023009864,train,26.0,b'2023009864',0
37-2023002923,train,37.0,b'2023002923',0
48-2023010003,train,48.0,b'2023010003',0
27-2023008852,train,27.0,b'2023008852',0
35-2023001992,train,35.0,b'2023001992',0
51-2023003616,train,51.0,b'2023003616',0
31-2023009988,train,31.0,b'2023009988',0
04-2023009056,train,4.0,b'2023009056',0
09-2023003367,train,9.0,b'2023003367',0
72-2023000963,train,72.0,b'2023000963',0
12-2023004111,train,12.0,b'2023004111',0
29-2023002781,train,29.0,b'2023002781',0
10-2023002745,train,10.0,b'2023002745',0
17-2023000917,train,17.0,b'2023000917',0
20-2023006100,train,20.0,b'2023006100',0
34-2023002998,train,34.0,b'2023002998',0
09-2023001305,train,9.0,b'2023001305',0
18-2023004024,train,18.0,b'2023004024',0
16-2023001523,train,16.0,b'2023001523',0
51-2023006371,train,51.0,b'2023006371',0
24-2023011198,train,24.0,b'2023011198',0
12-2023003804,train,12.0,b'2023003804',0
31-2023006698,train,31.0,b'2023006698',0
41-2023001086,train,41.0,b'2023001086',0
46-2023000751,train,46.0,b'2023000751',0
53-2023018179,train,53.0,b'2023018179',0
12-2023003809,train,12.0,b'2023003809',0
39-2023008074,train,39.0,b'2023008074',0
38-2023004167,train,38.0,b'2023004167',0
53-2023006919,train,53.0,b'2023006919',0
53-2023008411,train,53.0,b'2023008411',0
23-2023010250,train,23.0,b'2023010250',0
31-2023006057,train,31.0,b'2023006057',0
49-2023002966,train,49.0,b'2023002966',0
18-2023003671,train,18.0,b'2023003671',0
40-2023000018,train,40.0,b'2023000018',0
05-2023002104,train,5.0,b'2023002104',0
49-2023010551,train,49.0,b'2023010551',0
01-2023003718,train,1.0,b'2023003718',0
38-2023002235,train,38.0,b'2023002235',0
15-2023006723,train,15.0,b'2023006723',0
08-2023001883,train,8.0,b'2023001883',0
20-2023002729,train,20.0,b'2023002729',0
53-2023008399,train,53.0,b'2023008399',0
46-2023003494,train,46.0,b'2023003494',0
34-2023005263,train,34.0,b'2023005263',0
31-2023007597,train,31.0,b'2023007597',0
24-2023009043,train,24.0,b'2023009043',0
51-2023006420,train,51.0,b'2023006420',0
23-2023005670,train,23.0,b'2023005670',0
53-2023020762,train,53.0,b'2023020762',0
18-2023002730,train,18.0,b'2023002730',0
28-2023003730,train,28.0,b'2023003730',0
08-2023005166,train,8.0,b'2023005166',0
24-2023010559,train,24.0,b'2023010559',0
53-2023019049,train,53.0,b'2023019049',0
72-2023000737,train,72.0,b'2023000737',0
31-2023002571,train,31.0,b'2023002571',0
53-2023018985,train,53.0,b'2023018985',0
41-2023003904,train,41.0,b'2023003904',0
34-2023007398,train,34.0,b'2023007398',0
27-2023010249,train,27.0,b'2023010249',0
15-2023004561,train,15.0,b'2023004561',0
27-2023004489,train,27.0,b'2023004489',0
53-2023019165,train,53.0,b'2023019165',0
30-2023003065,train,30.0,b'2023003065',0
53-2023017583,train,53.0,b'2023017583',0
08-2023006252,train,8.0,b'2023006252',0
34-2023007178,train,34.0,b'2023007178',0
49-2023008500,train,49.0,b'2023008500',0
53-2023022315,train,53.0,b'2023022315',0
06-2023005442,train,6.0,b'2023005442',0
36-2023017067,train,36.0,b'2023017067',0
41-2023004208,train,41.0,b'2023004208',0
08-2023001117,train,8.0,b'2023001117',0
36-2023010152,train,36.0,b'2023010152',0
06-2023003779,train,6.0,b'2023003779',0
55-2023006425,train,55.0,b'2023006425',0
05-2023004358,train,5.0,b'2023004358',0
49-2023008474,train,49.0,b'2023008474',0
06-2023004008,train,6.0,b'2023004008',0
37-2023000169,train,37.0,b'2023000169',0
24-2023015393,train,24.0,b'2023015393',0
39-2023008847,train,39.0,b'2023008847',0
66-2023000526,train,66.0,b'2023000526',0
08-2023002676,train,8.0,b'2023002676',0
28-2023003329,train,28.0,b'2023003329',0
29-2023000150,train,29.0,b'2023000150',0
08-2023004940,train,8.0,b'2023004940',0
16-2023002213,train,16.0,b'2023002213',0
09-2023002289,train,9.0,b'2023002289',0
08-2023001175,train,8.0,b'2023001175',0
11-2023002080,train,11.0,b'2023002080',0
48-2023006640,train,48.0,b'2023006640',0
17-2023004718,train,17.0,b'2023004718',0
13-2023005500,train,13.0,b'2023005500',0
31-2023011113,train,31.0,b'2023011113',0
48-2023005576,train,48.0,b'2023005576',0
02-2023003687,train,2.0,b'2023003687',0
20-2023002398,train,20.0,b'2023002398',0
18-2023010544,train,18.0,b'2023010544',0
34-2023006763,train,34.0,b'2023006763',0
36-2023004746,train,36.0,b'2023004746',0
53-2023020003,train,53.0,b'2023020003',0
04-2023011893,train,4.0,b'2023011893',0
08-2023005584,train,8.0,b'2023005584',0
23-2023010916,train,23.0,b'2023010916',0
25-2023001409,train,25.0,b'2023001409',0
39-2023013070,train,39.0,b'2023013070',0
16-2023006717,train,16.0,b'2023006717',0
36-2023010033,train,36.0,b'2023010033',0
05-2023004449,train,5.0,b'2023004449',0
04-2023006758,train,4.0,b'2023006758',0
02-2023003238,train,2.0,b'2023003238',0
26-2023004695,train,26.0,b'2023004695',0
24-2023005906,train,24.0,b'2023005906',0
26-2023003926,train,26.0,b'2023003926',0
06-2023005948,train,6.0,b'2023005948',0
53-2023016149,train,53.0,b'2023016149',0
26-2023004903,train,26.0,b'2023004903',0
36-2023005933,train,36.0,b'2023005933',1
55-2023006694,train,55.0,b'2023006694',0
31-2023003916,train,31.0,b'2023003916',0
72-2023002171,train,72.0,b'2023002171',0
49-2023000036,train,49.0,b'2023000036',0
51-2023000561,train,51.0,b'2023000561',0
24-2023009890,train,24.0,b'2023009890',0
30-2023002092,train,30.0,b'2023002092',0
34-2023002244,train,34.0,b'2023002244',0
34-2023008685,train,34.0,b'2023008685',0
25-2023003134,train,25.0,b'2023003134',0
30-2023000054,train,30.0,b'2023000054',0
34-2023008002,train,34.0,b'2023008002',0
29-2023006328,train,29.0,b'2023006328',0
51-2023006373,train,51.0,b'2023006373',0
32-2023002263,train,32.0,b'2023002263',0
38-2023005086,train,38.0,b'2023005086',0
53-2023024001,train,53.0,b'2023024001',0
18-2023005375,train,18.0,b'2023005375',0
27-2023004138,train,27.0,b'2023004138',0
56-2023003484,train,56.0,b'2023003484',0
26-2023003097,train,26.0,b'2023003097',0
18-2023009885,train,18.0,b'2023009885',0
08-2023007006,train,8.0,b'2023007006',0
02-2023002177,train,2.0,b'2023002177',0
25-2023005922,train,25.0,b'2023005922',0
30-2023006842,train,30.0,b'2023006842',0
25-2023000015,train,25.0,b'2023000015',0
36-2023006712,train,36.0,b'2023006712',0
44-2023004880,train,44.0,b'2023004880',0
19-2023005985,train,19.0,b'2023005985',0
19-2023008392,train,19.0,b'2023008392',0
01-2023002084,train,1.0,b'2023002084',0
23-2023010512,train,23.0,b'2023010512',0
29-2023007199,train,29.0,b'2023007199',0
36-2023013745,train,36.0,b'2023013745',0
12-2023012546,train,12.0,b'2023012546',0
53-2023016709,train,53.0,b'2023016709',0
44-2023000856,train,44.0,b'2023000856',0
24-2023009542,train,24.0,b'2023009542',0
01-2023003191,train,1.0,b'2023003191',0
08-2023001290,train,8.0,b'2023001290',1
53-2023023498,train,53.0,b'2023023498',0
18-2023005937,train,18.0,b'2023005937',0
24-2023007666,train,24.0,b'2023007666',0
33-2023000058,train,33.0,b'2023000058',0
19-2023005189,train,19.0,b'2023005189',0
36-2023012159,train,36.0,b'2023012159',0
50-2023001576,train,50.0,b'2023001576',0
05-2023001894,train,5.0,b'2023001894',0
55-2023012604,train,55.0,b'2023012604',0
55-2023007721,train,55.0,b'2023007721',0
53-2023008219,train,53.0,b'2023008219',0
30-2023005402,train,30.0,b'2023005402',0
27-2023007877,train,27.0,b'2023007877',0
19-2023006615,train,19.0,b'2023006615',0
24-2023011503,train,24.0,b'2023011503',0
54-2023000135,train,54.0,b'2023000135',0
02-2023004802,train,2.0,b'2023004802',0
17-2023001077,train,17.0,b'2023001077',0
55-2023005638,train,55.0,b'2023005638',0
19-2023006593,train,19.0,b'2023006593',0
53-2023019690,train,53.0,b'2023019690',0
39-2023009363,train,39.0,b'2023009363',0
06-2023011180,train,6.0,b'2023011180',0
37-2023003817,train,37.0,b'2023003817',0
31-2023002712,train,31.0,b'2023002712',0
16-2023005814,train,16.0,b'2023005814',0
48-2023005549,train,48.0,b'2023005549',0
44-2023000851,train,44.0,b'2023000851',0
23-2023007579,train,23.0,b'2023007579',0
34-2023003439,train,34.0,b'2023003439',0
29-2023000276,train,29.0,b'2023000276',0
16-2023003223,train,16.0,b'2023003223',0
37-2023001290,train,37.0,b'2023001290',0
53-2023016862,train,53.0,b'2023016862',0
02-2023004022,train,2.0,b'2023004022',0
41-2023001899,train,41.0,b'2023001899',0
36-2023009405,train,36.0,b'2023009405',0
36-2023003258,train,36.0,b'2023003258',0
17-2023004157,train,17.0,b'2023004157',0
26-2023007170,train,26.0,b'2023007170',0
24-2023009684,train,24.0,b'2023009684',0
24-2023006186,train,24.0,b'2023006186',0
13-2023003773,train,13.0,b'2023003773',0
45-2023006240,train,45.0,b'2023006240',0
30-2023006124,train,30.0,b'2023006124',0
44-2023002735,train,44.0,b'2023002735',0
41-2023002611,train,41.0,b'2023002611',0
06-2023011916,train,6.0,b'2023011916',0
53-2023005283,train,53.0,b'2023005283',0
06-2023006414,train,6.0,b'2023006414',0
53-2023000569,train,53.0,b'2023000569',0
40-2023001338,train,40.0,b'2023001338',0
53-2023010766,train,53.0,b'2023010766',0
20-2023002928,train,20.0,b'2023002928',0
02-2023003005,train,2.0,b'2023003005',0
48-2023008445,train,48.0,b'2023008445',0
30-2023006395,train,30.0,b'2023006395',0
46-2023005878,train,46.0,b'2023005878',0
30-2023005059,train,30.0,b'2023005059',0
18-2023002785,train,18.0,b'2023002785',0
53-2023008427,train,53.0,b'2023008427',0
24-2023009681,train,24.0,b'2023009681',0
48-2023003981,train,48.0,b'2023003981',0
25-2023008285,train,25.0,b'2023008285',0
31-2023012649,train,31.0,b'2023012649',0
24-2023013313,train,24.0,b'2023013313',0
08-2023007334,train,8.0,b'2023007334',0
24-2023004940,train,24.0,b'2023004940',0
44-2023000993,train,44.0,b'2023000993',0
66-2023001358,train,66.0,b'2023001358',0
29-2023005945,train,29.0,b'2023005945',0
34-2023005936,train,34.0,b'2023005936',0
24-2023007635,train,24.0,b'2023007635',0
51-2023003500,train,51.0,b'2023003500',0
36-2023004506,train,36.0,b'2023004506',0
34-2023006673,train,34.0,b'2023006673',0
10-2023004068,train,10.0,b'2023004068',0
04-2023004908,train,4.0,b'2023004908',0
11-2023002266,train,11.0,b'2023002266',0
15-2023004713,train,15.0,b'2023004713',0
12-2023005681,train,12.0,b'2023005681',0
24-2023014828,train,24.0,b'2023014828',0
27-2023003907,train,27.0,b'2023003907',0
72-2023004135,train,72.0,b'2023004135',0
36-2023007671,train,36.0,b'2023007671',0
12-2023007633,train,12.0,b'2023007633',0
20-2023008785,train,20.0,b'2023008785',0
49-2023010850,train,49.0,b'2023010850',0
10-2023002493,train,10.0,b'2023002493',0
39-2023006829,train,39.0,b'2023006829',0
36-2023015924,train,36.0,b'2023015924',0
23-2023011519,train,23.0,b'2023011519',0
18-2023008854,train,18.0,b'2023008854',0
53-2023006507,train,53.0,b'2023006507',0
45-2023009751,train,45.0,b'2023009751',0
50-2023001876,train,50.0,b'2023001876',0
13-2023004540,train,13.0,b'2023004540',0
47-2023005223,train,47.0,b'2023005223',0
17-2023005061,train,17.0,b'2023005061',0
31-2023006581,train,31.0,b'2023006581',0
39-2023008895,train,39.0,b'2023008895',0
48-2023006469,train,48.0,b'2023006469',0
36-2023009145,train,36.0,b'2023009145',0
08-2023008291,train,8.0,b'2023008291',0
09-2023007401,train,9.0,b'2023007401',0
25-2023000111,train,25.0,b'2023000111',0
08-2023005909,train,8.0,b'2023005909',0
30-2023000004,train,30.0,b'2023000004',0
30-2023006132,train,30.0,b'2023006132',0
24-2023016990,train,24.0,b'2023016990',0
41-2023006068,train,41.0,b'2023006068',0
36-2023008397,train,36.0,b'2023008397',0
06-2023006853,train,6.0,b'2023006853',0
51-2023003952,train,51.0,b'2023003952',0
19-2023007237,train,19.0,b'2023007237',0
49-2023004616,train,49.0,b'2023004616',0
55-2023010557,train,55.0,b'2023010557',0
27-2023016091,train,27.0,b'2023016091',0
56-2023003805,train,56.0,b'2023003805',0
27-2023007261,train,27.0,b'2023007261',1
47-2023002034,train,47.0,b'2023002034',0
53-2023022477,train,53.0,b'2023022477',0
56-2023002636,train,56.0,b'2023002636',0
48-2023009650,train,48.0,b'2023009650',0
54-2023002330,train,54.0,b'2023002330',0
09-2023005973,train,9.0,b'2023005973',0
24-2023015914,train,24.0,b'2023015914',0
30-2023002761,train,30.0,b'2023002761',0
29-2023004875,train,29.0,b'2023004875',0
15-2023007031,train,15.0,b'2023007031',0
56-2023002383,train,56.0,b'2023002383',0
17-2023003681,train,17.0,b'2023003681',0
29-2023006113,train,29.0,b'2023006113',0
01-2023001803,train,1.0,b'2023001803',0
40-2023006583,train,40.0,b'2023006583',0
34-2023004116,train,34.0,b'2023004116',0
27-2023008701,train,27.0,b'2023008701',0
12-2023006730,train,12.0,b'2023006730',0
44-2023001362,train,44.0,b'2023001362',0
20-2023005136,train,20.0,b'2023005136',0
02-2023003040,train,2.0,b'2023003040',0
20-2023006374,train,20.0,b'2023006374',0
18-2023006000,train,18.0,b'2023006000',0
28-2023001018,train,28.0,b'2023001018',0
06-2023003479,train,6.0,b'2023003479',0
41-2023003942,train,41.0,b'2023003942',0
06-2023003641,train,6.0,b'2023003641',0
06-2023011756,train,6.0,b'2023011756',0
49-2023008158,train,49.0,b'2023008158',0
10-2023002803,train,10.0,b'2023002803',0
36-2023010540,train,36.0,b'2023010540',0
53-2023015132,train,53.0,b'2023015132',0
06-2023006680,train,6.0,b'2023006680',0
53-2023025041,train,53.0,b'2023025041',0
04-2023008734,train,4.0,b'2023008734',0
53-2023005843,train,53.0,b'2023005843',0
23-2023009905,train,23.0,b'2023009905',0
41-2023001206,train,41.0,b'2023001206',0
06-2023006079,train,6.0,b'2023006079',0
53-2023016972,train,53.0,b'2023016972',0
15-2023006473,train,15.0,b'2023006473',0
08-2023007615,train,8.0,b'2023007615',0
53-2023008030,train,53.0,b'2023008030',0
26-2023005162,train,26.0,b'2023005162',0
66-2023000340,train,66.0,b'2023000340',1
34-2023007655,train,34.0,b'2023007655',0
25-2023008640,train,25.0,b'2023008640',0
47-2023003557,train,47.0,b'2023003557',0
53-2023026375,train,53.0,b'2023026375',0
24-2023009589,train,24.0,b'2023009589',0
51-2023005919,train,51.0,b'2023005919',0
53-2023011025,train,53.0,b'2023011025',0
18-2023005223,train,18.0,b'2023005223',0
24-2023011417,train,24.0,b'2023011417',0
41-2023005600,train,41.0,b'2023005600',0
24-2023009643,train,24.0,b'2023009643',0
53-2023000137,train,53.0,b'2023000137',0
28-2023001800,train,28.0,b'2023001800',0
10-2023001387,train,10.0,b'2023001387',0
16-2023005472,train,16.0,b'2023005472',0
04-2023011565,train,4.0,b'2023011565',0
12-2023010205,train,12.0,b'2023010205',0
53-2023025021,train,53.0,b'2023025021',0
24-2023015319,train,24.0,b'2023015319',0
29-2023002106,train,29.0,b'2023002106',0
40-2023003650,train,40.0,b'2023003650',0
04-2023002263,train,4.0,b'2023002263',0
33-2023000110,train,33.0,b'2023000110',0
39-2023006506,train,39.0,b'2023006506',0
30-2023002879,train,30.0,b'2023002879',0
38-2023003094,train,38.0,b'2023003094',0
48-2023000236,train,48.0,b'2023000236',0
44-2023001153,train,44.0,b'2023001153',0
55-2023010357,train,55.0,b'2023010357',0
18-2023005000,train,18.0,b'2023005000',0
04-2023007636,train,4.0,b'2023007636',0
53-2023011649,train,53.0,b'2023011649',0
24-2023016742,train,24.0,b'2023016742',0
11-2023002413,train,11.0,b'2023002413',0
33-2023004836,train,33.0,b'2023004836',0
36-2023012062,train,36.0,b'2023012062',0
01-2023001461,train,1.0,b'2023001461',0
49-2023006360,train,49.0,b'2023006360',0
72-2023001971,train,72.0,b'2023001971',0
12-2023000118,train,12.0,b'2023000118',0
37-2023001814,train,37.0,b'2023001814',0
09-2023005971,train,9.0,b'2023005971',0
28-2023003129,train,28.0,b'2023003129',0
06-2023004708,train,6.0,b'2023004708',0
17-2023003393,train,17.0,b'2023003393',0
31-2023007784,train,31.0,b'2023007784',0
27-2023006700,train,27.0,b'2023006700',0
34-2023005596,train,34.0,b'2023005596',0
53-2023020658,train,53.0,b'2023020658',0
31-2023009571,train,31.0,b'2023009571',0
36-2023004652,train,36.0,b'2023004652',0
32-2023002355,train,32.0,b'2023002355',0
51-2023003680,train,51.0,b'2023003680',0
28-2023003038,train,28.0,b'2023003038',0
48-2023007181,train,48.0,b'2023007181',0
18-2023009651,train,18.0,b'2023009651',0
54-2023003728,train,54.0,b'2023003728',0
48-2023003311,train,48.0,b'2023003311',0
04-2023009174,train,4.0,b'2023009174',0
53-2023023254,train,53.0,b'2023023254',0
48-2023000731,train,48.0,b'2023000731',0
27-2023014888,train,27.0,b'2023014888',0
72-2023004288,train,72.0,b'2023004288',0
45-2023005560,train,45.0,b'2023005560',0
51-2023006953,train,51.0,b'2023006953',0
29-2023004439,train,29.0,b'2023004439',0
24-2023014565,train,24.0,b'2023014565',0
08-2023006609,train,8.0,b'2023006609',0
49-2023011094,train,49.0,b'2023011094',0
20-2023005409,train,20.0,b'2023005409',0
47-2023001082,train,47.0,b'2023001082',0
20-2023008449,train,20.0,b'2023008449',0
12-2023013231,train,12.0,b'2023013231',0
09-2023003210,train,9.0,b'2023003210',0
24-2023013782,train,24.0,b'2023013782',0
27-2023013216,train,27.0,b'2023013216',0
49-2023004468,train,49.0,b'2023004468',0
34-2023002396,train,34.0,b'2023002396',0
04-2023011757,train,4.0,b'2023011757',0
48-2023009478,train,48.0,b'2023009478',0
40-2023000118,train,40.0,b'2023000118',0
08-2023004411,train,8.0,b'2023004411',0
48-2023000652,train,48.0,b'2023000652',0
49-2023006376,train,49.0,b'2023006376',0
20-2023002233,train,20.0,b'2023002233',0
08-2023005348,train,8.0,b'2023005348',0
36-2023011900,train,36.0,b'2023011900',0
06-2023002931,train,6.0,b'2023002931',0
34-2023007054,train,34.0,b'2023007054',0
34-2023007467,train,34.0,b'2023007467',0
06-2023005873,train,6.0,b'2023005873',0
24-2023008709,train,24.0,b'2023008709',0
28-2023003737,train,28.0,b'2023003737',0
27-2023004524,train,27.0,b'2023004524',0
46-2023003299,train,46.0,b'2023003299',0
51-2023006206,train,51.0,b'2023006206',0
15-2023005545,train,15.0,b'2023005545',0
53-2023021355,train,53.0,b'2023021355',0
31-2023003513,train,31.0,b'2023003513',0
53-2023024946,train,53.0,b'2023024946',0
19-2023007028,train,19.0,b'2023007028',0
48-2023000894,train,48.0,b'2023000894',0
50-2023002721,train,50.0,b'2023002721',0
34-2023007110,train,34.0,b'2023007110',0
06-2023011436,train,6.0,b'2023011436',0
20-2023002391,train,20.0,b'2023002391',0
19-2023006682,train,19.0,b'2023006682',0
27-2023010327,train,27.0,b'2023010327',0
13-2023006946,train,13.0,b'2023006946',0
49-2023009980,train,49.0,b'2023009980',0
27-2023014556,train,27.0,b'2023014556',0
33-2023004459,train,33.0,b'2023004459',0
25-2023008061,train,25.0,b'2023008061',0
19-2023004183,train,19.0,b'2023004183',0
53-2023022375,train,53.0,b'2023022375',0
53-2023000375,train,53.0,b'2023000375',0
20-2023009325,train,20.0,b'2023009325',0
06-2023008386,train,6.0,b'2023008386',0
06-2023005135,train,6.0,b'2023005135',0
08-2023006365,train,8.0,b'2023006365',0
26-2023003044,train,26.0,b'2023003044',0
48-2023005221,train,48.0,b'2023005221',0
36-2023011528,train,36.0,b'2023011528',0
06-2023004980,train,6.0,b'2023004980',0
23-2023010412,train,23.0,b'2023010412',0
36-2023004557,train,36.0,b'2023004557',0
39-2023008034,train,39.0,b'2023008034',0
09-2023004769,train,9.0,b'2023004769',0
18-2023002440,train,18.0,b'2023002440',0
08-2023000063,train,8.0,b'2023000063',0
17-2023001275,train,17.0,b'2023001275',0
41-2023003683,train,41.0,b'2023003683',0
22-2023000026,train,22.0,b'2023000026',0
11-2023001546,train,11.0,b'2023001546',0
41-2023001122,train,41.0,b'2023001122',0
39-2023008060,train,39.0,b'2023008060',0
24-2023013326,train,24.0,b'2023013326',0
39-2023011149,train,39.0,b'2023011149',0
06-2023009553,train,6.0,b'2023009553',0
08-2023007236,train,8.0,b'2023007236',0
26-2023008756,train,26.0,b'2023008756',0
16-2023006054,train,16.0,b'2023006054',0
12-2023008944,train,12.0,b'2023008944',0
34-2023004065,train,34.0,b'2023004065',0
11-2023001209,train,11.0,b'2023001209',0
09-2023007700,train,9.0,b'2023007700',0
29-2023000069,train,29.0,b'2023000069',0
40-2023005914,train,40.0,b'2023005914',0
48-2023003078,train,48.0,b'2023003078',0
40-2023001915,train,40.0,b'2023001915',0
26-2023008330,train,26.0,b'2023008330',0
23-2023008201,train,23.0,b'2023008201',0
25-2023002875,train,25.0,b'2023002875',0
20-2023001978,train,20.0,b'2023001978',0
28-2023001478,train,28.0,b'2023001478',0
47-2023003028,train,47.0,b'2023003028',0
53-2023022927,train,53.0,b'2023022927',0
02-2023002665,train,2.0,b'2023002665',0
13-2023002992,train,13.0,b'2023002992',0
72-2023001954,train,72.0,b'2023001954',0
36-2023015283,train,36.0,b'2023015283',0
12-2023011796,train,12.0,b'2023011796',0
48-2023009079,train,48.0,b'2023009079',0
12-2023008580,train,12.0,b'2023008580',0
25-2023002215,train,25.0,b'2023002215',0
53-2023024203,train,53.0,b'2023024203',0
08-2023005429,train,8.0,b'2023005429',0
13-2023003632,train,13.0,b'2023003632',0
41-2023000211,train,41.0,b'2023000211',0
36-2023009952,train,36.0,b'2023009952',0
25-2023006729,train,25.0,b'2023006729',0
27-2023015936,train,27.0,b'2023015936',0
45-2023005855,train,45.0,b'2023005855',0
36-2023015494,train,36.0,b'2023015494',0
40-2023006527,train,40.0,b'2023006527',0
45-2023008718,train,45.0,b'2023008718',0
24-2023014070,train,24.0,b'2023014070',0
49-2023003478,train,49.0,b'2023003478',0
29-2023004541,train,29.0,b'2023004541',0
25-2023002285,train,25.0,b'2023002285',0
40-2023002422,train,40.0,b'2023002422',0
55-2023006803,train,55.0,b'2023006803',0
36-2023000388,train,36.0,b'2023000388',0
23-2023009516,train,23.0,b'2023009516',0
66-2023000846,train,66.0,b'2023000846',0
16-2023006170,train,16.0,b'2023006170',0
49-2023002744,train,49.0,b'2023002744',0
24-2023000102,train,24.0,b'2023000102',0
32-2023001462,train,32.0,b'2023001462',0
27-2023006145,train,27.0,b'2023006145',0
36-2023016206,train,36.0,b'2023016206',0
01-2023002946,train,1.0,b'2023002946',0
18-2023005034,train,18.0,b'2023005034',0
04-2023002933,train,4.0,b'2023002933',0
25-2023001628,train,25.0,b'2023001628',0
31-2023006707,train,31.0,b'2023006707',0
27-2023009773,train,27.0,b'2023009773',0
25-2023002336,train,25.0,b'2023002336',0
55-2023006698,train,55.0,b'2023006698',0
16-2023004319,train,16.0,b'2023004319',0
06-2023006117,train,6.0,b'2023006117',0
06-2023009505,train,6.0,b'2023009505',0
44-2023004555,train,44.0,b'2023004555',0
72-2023001846,train,72.0,b'2023001846',0
51-2023005712,train,51.0,b'2023005712',0
53-2023010911,train,53.0,b'2023010911',0
28-2023002882,train,28.0,b'2023002882',0
15-2023005645,train,15.0,b'2023005645',0
49-2023009985,train,49.0,b'2023009985',0
36-2023014259,train,36.0,b'2023014259',0
27-2023009946,train,27.0,b'2023009946',0
30-2023003446,train,30.0,b'2023003446',0
50-2023006922,train,50.0,b'2023006922',0
46-2023002024,train,46.0,b'2023002024',0
36-2023010655,train,36.0,b'2023010655',0
36-2023011079,train,36.0,b'2023011079',0
45-2023005759,train,45.0,b'2023005759',0
15-2023001752,train,15.0,b'2023001752',0
31-2023005188,train,31.0,b'2023005188',0
35-2023001046,train,35.0,b'2023001046',0
01-2023003333,train,1.0,b'2023003333',0
36-2023008068,train,36.0,b'2023008068',0
